id,Datum,Warengruppe,Umsatz,_merge,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Niederschlag,KielerWoche
1307135,2013-07-13,5,359.166188843392,left_only,1.0,20.125,12.0,,0.0,
1307141,2013-07-14,1,112.524365708762,left_only,5.0,17.6875,15.0,5.0,0.0,
1307142,2013-07-14,2,777.048841669282,left_only,5.0,17.6875,15.0,5.0,0.0,
1307143,2013-07-14,3,320.626816189556,left_only,5.0,17.6875,15.0,5.0,0.0,
1307144,2013-07-14,4,115.271617188867,left_only,5.0,17.6875,15.0,5.0,0.0,
1307145,2013-07-14,5,461.082124524619,left_only,5.0,17.6875,15.0,5.0,0.0,
1307151,2013-07-15,1,161.264677322182,left_only,6.0,18.7375,12.0,,0.0,
1307152,2013-07-15,2,596.995099998235,left_only,6.0,18.7375,12.0,,0.0,
1307153,2013-07-15,3,243.526401440661,left_only,6.0,18.7375,12.0,,0.0,
1307154,2013-07-15,4,99.4935305857439,left_only,6.0,18.7375,12.0,,0.0,
1307155,2013-07-15,5,380.68369651152,left_only,6.0,18.7375,12.0,,0.0,
1307161,2013-07-16,1,116.821358174215,left_only,1.0,21.1875,10.0,,0.0,
1307162,2013-07-16,2,558.797138274201,left_only,1.0,21.1875,10.0,,0.0,
1307163,2013-07-16,3,287.415464972525,left_only,1.0,21.1875,10.0,,0.0,
1307164,2013-07-16,4,91.7796976081033,left_only,1.0,21.1875,10.0,,0.0,
1307165,2013-07-16,5,320.43533597922,left_only,1.0,21.1875,10.0,,0.0,
1307171,2013-07-17,1,150.572919592838,left_only,5.0,22.5125,8.0,,0.0,
1307172,2013-07-17,2,628.325718978073,left_only,5.0,22.5125,8.0,,0.0,
1307173,2013-07-17,3,301.777437970497,left_only,5.0,22.5125,8.0,,0.0,
1307175,2013-07-17,5,396.99424714406,left_only,5.0,22.5125,8.0,,0.0,
1307181,2013-07-18,1,101.90072129658,left_only,1.0,23.25,11.0,5.0,0.0,
1307182,2013-07-18,2,647.822253705942,left_only,1.0,23.25,11.0,5.0,0.0,
1307183,2013-07-18,3,250.426586853024,left_only,1.0,23.25,11.0,5.0,0.0,
1307184,2013-07-18,4,89.2058404577425,left_only,1.0,23.25,11.0,5.0,0.0,
1307185,2013-07-18,5,300.398790118057,left_only,1.0,23.25,11.0,5.0,0.0,
1307191,2013-07-19,1,161.63511518654,left_only,3.0,22.475,16.0,5.0,0.0,
1307192,2013-07-19,2,646.788959790823,left_only,3.0,22.475,16.0,5.0,0.0,
1307193,2013-07-19,3,287.18828629416,left_only,3.0,22.475,16.0,5.0,0.0,
1307194,2013-07-19,4,62.0636098816993,left_only,3.0,22.475,16.0,5.0,0.0,
1307195,2013-07-19,5,369.400389277533,left_only,3.0,22.475,16.0,5.0,0.0,
1307201,2013-07-20,1,134.328076682024,left_only,0.0,23.1875,8.0,,0.0,
1307202,2013-07-20,2,843.051280035386,left_only,0.0,23.1875,8.0,,0.0,
1307203,2013-07-20,3,394.765674710477,left_only,0.0,23.1875,8.0,,0.0,
1307204,2013-07-20,4,69.9369965472912,left_only,0.0,23.1875,8.0,,0.0,
1307205,2013-07-20,5,346.154004294146,left_only,0.0,23.1875,8.0,,0.0,
1307211,2013-07-21,1,66.2887578161955,left_only,0.0,26.375,8.0,,0.0,
1307212,2013-07-21,2,815.942264195776,left_only,0.0,26.375,8.0,,0.0,
1307213,2013-07-21,3,346.658236387984,left_only,0.0,26.375,8.0,,0.0,
1307214,2013-07-21,4,82.6826868784511,left_only,0.0,26.375,8.0,,0.0,
1307215,2013-07-21,5,287.443788531561,left_only,0.0,26.375,8.0,,0.0,
1307221,2013-07-22,1,131.223948997842,left_only,0.0,26.1,9.0,,0.0,
1307222,2013-07-22,2,647.682748973215,left_only,0.0,26.1,9.0,,0.0,
1307223,2013-07-22,3,297.712614415266,left_only,0.0,26.1,9.0,,0.0,
1307224,2013-07-22,4,99.3353908053911,left_only,0.0,26.1,9.0,,0.0,
1307225,2013-07-22,5,356.484067206325,left_only,0.0,26.1,9.0,,0.0,
1307231,2013-07-23,1,110.315246796665,left_only,0.0,24.95,12.0,,0.0,
1307232,2013-07-23,2,691.043662205889,left_only,0.0,24.95,12.0,,0.0,
1307233,2013-07-23,3,323.301431663341,left_only,0.0,24.95,12.0,,0.0,
1307234,2013-07-23,4,70.5290024618065,left_only,0.0,24.95,12.0,,0.0,
1307235,2013-07-23,5,316.29681714496,left_only,0.0,24.95,12.0,,0.0,
1307241,2013-07-24,1,141.891908195545,left_only,3.0,24.075,11.0,,2.1,
1307242,2013-07-24,2,698.340862077002,left_only,3.0,24.075,11.0,,2.1,
1307243,2013-07-24,3,328.023102507764,left_only,3.0,24.075,11.0,,2.1,
1307244,2013-07-24,4,83.5816326885927,left_only,3.0,24.075,11.0,,2.1,
1307245,2013-07-24,5,327.339400651794,left_only,3.0,24.075,11.0,,2.1,
1307251,2013-07-25,1,167.701216640907,left_only,2.0,23.0875,9.0,,0.1,
1307252,2013-07-25,2,681.250768331783,left_only,2.0,23.0875,9.0,,0.1,
1307253,2013-07-25,3,280.809721012322,left_only,2.0,23.0875,9.0,,0.1,
1307254,2013-07-25,4,65.8902979709521,left_only,2.0,23.0875,9.0,,0.1,
1307255,2013-07-25,5,303.192537586556,left_only,2.0,23.0875,9.0,,0.1,
1307261,2013-07-26,1,147.272084366206,left_only,3.0,27.2625,6.0,,0.0,
1307262,2013-07-26,2,718.016648132155,left_only,3.0,27.2625,6.0,,0.0,
1307263,2013-07-26,3,352.293883343641,left_only,3.0,27.2625,6.0,,0.0,
1307264,2013-07-26,4,53.1984562311259,left_only,3.0,27.2625,6.0,,0.0,
1307265,2013-07-26,5,331.522091778847,left_only,3.0,27.2625,6.0,,0.0,
1307271,2013-07-27,1,161.403357795112,left_only,1.0,26.1625,10.0,,24.4,
1307272,2013-07-27,2,855.619095347599,left_only,1.0,26.1625,10.0,,24.4,
1307273,2013-07-27,3,382.965879977945,left_only,1.0,26.1625,10.0,,24.4,
1307275,2013-07-27,5,358.892714466409,left_only,1.0,26.1625,10.0,,24.4,
1307281,2013-07-28,1,86.0791432446654,left_only,4.0,24.8875,13.0,61.0,0.0,
1307282,2013-07-28,2,871.802546455837,left_only,4.0,24.8875,13.0,61.0,0.0,
1307283,2013-07-28,3,360.096105223697,left_only,4.0,24.8875,13.0,61.0,0.0,
1307285,2013-07-28,5,437.824795495097,left_only,4.0,24.8875,13.0,61.0,0.0,
1307291,2013-07-29,1,183.564164400591,left_only,1.0,22.7875,10.0,,0.5,
1307292,2013-07-29,2,672.50214523923,left_only,1.0,22.7875,10.0,,0.5,
1307293,2013-07-29,3,356.033434735079,left_only,1.0,22.7875,10.0,,0.5,
1307295,2013-07-29,5,368.951029057165,left_only,1.0,22.7875,10.0,,0.5,
1307301,2013-07-30,1,132.111640117897,left_only,5.0,21.075,13.0,21.0,19.9,
1307302,2013-07-30,2,690.117757120039,left_only,5.0,21.075,13.0,21.0,19.9,
1307303,2013-07-30,3,354.531775116541,left_only,5.0,21.075,13.0,21.0,19.9,
1307305,2013-07-30,5,424.086156965952,left_only,5.0,21.075,13.0,21.0,19.9,
1307311,2013-07-31,1,144.745431773143,left_only,5.0,20.275,16.0,65.0,0.4,
1307312,2013-07-31,2,667.842224335937,left_only,5.0,20.275,16.0,65.0,0.4,
1307313,2013-07-31,3,321.075920611583,left_only,5.0,20.275,16.0,65.0,0.4,
1307315,2013-07-31,5,426.985804024935,left_only,5.0,20.275,16.0,65.0,0.4,
1308011,2013-08-01,1,157.854023011106,left_only,6.0,23.4,7.0,21.0,0.0,
1308012,2013-08-01,2,667.213719343287,left_only,6.0,23.4,7.0,21.0,0.0,
1308013,2013-08-01,3,304.830310037868,left_only,6.0,23.4,7.0,21.0,0.0,
1308014,2013-08-01,4,60.5614573229725,left_only,6.0,23.4,7.0,21.0,0.0,
1308015,2013-08-01,5,322.294307178179,left_only,6.0,23.4,7.0,21.0,0.0,
1308021,2013-08-02,1,117.359342094889,left_only,0.0,31.4375,7.0,,0.0,
1308022,2013-08-02,2,689.695100983376,left_only,0.0,31.4375,7.0,,0.0,
1308023,2013-08-02,3,379.526700654912,left_only,0.0,31.4375,7.0,,0.0,
1308024,2013-08-02,4,68.1222020855149,left_only,0.0,31.4375,7.0,,0.0,
1308025,2013-08-02,5,282.371517214865,left_only,0.0,31.4375,7.0,,0.0,
1308031,2013-08-03,1,186.027178770079,left_only,4.0,23.3625,11.0,63.0,2.3,
1308032,2013-08-03,2,930.801703150498,left_only,4.0,23.3625,11.0,63.0,2.3,
1308033,2013-08-03,3,454.705780795563,left_only,4.0,23.3625,11.0,63.0,2.3,
1308034,2013-08-03,4,51.2749992906831,left_only,4.0,23.3625,11.0,63.0,2.3,
1308035,2013-08-03,5,399.283316370115,left_only,4.0,23.3625,11.0,63.0,2.3,
1308041,2013-08-04,1,104.708216687715,left_only,3.0,23.05,8.0,,0.0,
1308042,2013-08-04,2,862.752429028985,left_only,3.0,23.05,8.0,,0.0,
1308043,2013-08-04,3,382.85648750844,left_only,3.0,23.05,8.0,,0.0,
1308044,2013-08-04,4,67.1568816245378,left_only,3.0,23.05,8.0,,0.0,
1308045,2013-08-04,5,461.704848992483,left_only,3.0,23.05,8.0,,0.0,
1308051,2013-08-05,1,146.775309890073,left_only,0.0,25.8,10.0,,0.0,
1308052,2013-08-05,2,520.947179812455,left_only,0.0,25.8,10.0,,0.0,
1308053,2013-08-05,3,331.615355447409,left_only,0.0,25.8,10.0,,0.0,
1308055,2013-08-05,5,354.247243408463,left_only,0.0,25.8,10.0,,0.0,
1308061,2013-08-06,1,131.956277381283,left_only,5.0,22.225,13.0,,0.0,
1308062,2013-08-06,2,498.920948322354,left_only,5.0,22.225,13.0,,0.0,
1308063,2013-08-06,3,344.104806694018,left_only,5.0,22.225,13.0,,0.0,
1308064,2013-08-06,4,69.705360420462,left_only,5.0,22.225,13.0,,0.0,
1308065,2013-08-06,5,441.521507016938,left_only,5.0,22.225,13.0,,0.0,
1308071,2013-08-07,1,160.593417296116,left_only,4.0,19.2125,8.0,,13.4,
1308072,2013-08-07,2,519.197204695832,left_only,4.0,19.2125,8.0,,13.4,
1308073,2013-08-07,3,341.483544581514,left_only,4.0,19.2125,8.0,,13.4,
1308074,2013-08-07,4,83.1094116270633,left_only,4.0,19.2125,8.0,,13.4,
1308075,2013-08-07,5,423.850318191533,left_only,4.0,19.2125,8.0,,13.4,
1308081,2013-08-08,1,153.099424561652,left_only,7.0,16.975,12.0,20.0,0.0,
1308082,2013-08-08,2,486.25509543792,left_only,7.0,16.975,12.0,20.0,0.0,
1308083,2013-08-08,3,298.005519792868,left_only,7.0,16.975,12.0,20.0,0.0,
1308084,2013-08-08,4,96.7720958104522,left_only,7.0,16.975,12.0,20.0,0.0,
1308085,2013-08-08,5,464.87537153539,left_only,7.0,16.975,12.0,20.0,0.0,
1308091,2013-08-09,1,125.620344387906,left_only,4.0,20.3375,10.0,21.0,0.2,
1308092,2013-08-09,2,539.975155104136,left_only,4.0,20.3375,10.0,21.0,0.2,
1308093,2013-08-09,3,328.22992428157,left_only,4.0,20.3375,10.0,21.0,0.2,
1308094,2013-08-09,4,81.4817797241125,left_only,4.0,20.3375,10.0,21.0,0.2,
1308095,2013-08-09,5,450.085987485785,left_only,4.0,20.3375,10.0,21.0,0.2,
1308101,2013-08-10,1,185.177162656408,left_only,7.0,19.3625,12.0,61.0,1.2,
1308102,2013-08-10,2,614.511830668785,left_only,7.0,19.3625,12.0,61.0,1.2,
1308103,2013-08-10,3,351.617029216224,left_only,7.0,19.3625,12.0,61.0,1.2,
1308104,2013-08-10,4,59.9811123644503,left_only,7.0,19.3625,12.0,61.0,1.2,
1308105,2013-08-10,5,450.993337129113,left_only,7.0,19.3625,12.0,61.0,1.2,
1308111,2013-08-11,1,73.2088330039992,left_only,7.0,16.3875,9.0,61.0,11.1,
1308112,2013-08-11,2,666.9113081568,left_only,7.0,16.3875,9.0,61.0,11.1,
1308113,2013-08-11,3,341.033029953849,left_only,7.0,16.3875,9.0,61.0,11.1,
1308114,2013-08-11,4,60.7087857619079,left_only,7.0,16.3875,9.0,61.0,11.1,
1308115,2013-08-11,5,583.491717818235,left_only,7.0,16.3875,9.0,61.0,11.1,
1308121,2013-08-12,1,154.504729536697,left_only,7.0,16.45,11.0,63.0,2.9,
1308122,2013-08-12,2,510.019126480035,left_only,7.0,16.45,11.0,63.0,2.9,
1308123,2013-08-12,3,253.6233554703,left_only,7.0,16.45,11.0,63.0,2.9,
1308124,2013-08-12,4,97.7406166426712,left_only,7.0,16.45,11.0,63.0,2.9,
1308125,2013-08-12,5,356.026341718574,left_only,7.0,16.45,11.0,63.0,2.9,
1308131,2013-08-13,1,134.064451548102,left_only,3.0,16.4,16.0,95.0,5.2,
1308132,2013-08-13,2,535.403212817658,left_only,3.0,16.4,16.0,95.0,5.2,
1308133,2013-08-13,3,271.591283834177,left_only,3.0,16.4,16.0,95.0,5.2,
1308134,2013-08-13,4,113.863641914766,left_only,3.0,16.4,16.0,95.0,5.2,
1308135,2013-08-13,5,344.643463915453,left_only,3.0,16.4,16.0,95.0,5.2,
1308141,2013-08-14,1,156.972510536869,left_only,4.0,18.2625,18.0,61.0,0.0,
1308142,2013-08-14,2,520.123590697437,left_only,4.0,18.2625,18.0,61.0,0.0,
1308143,2013-08-14,3,309.116290264651,left_only,4.0,18.2625,18.0,61.0,0.0,
1308144,2013-08-14,4,105.567865241887,left_only,4.0,18.2625,18.0,61.0,0.0,
1308145,2013-08-14,5,441.253111778104,left_only,4.0,18.2625,18.0,61.0,0.0,
1308151,2013-08-15,1,164.763795399756,left_only,3.0,19.8,8.0,,0.1,
1308152,2013-08-15,2,538.231262832354,left_only,3.0,19.8,8.0,,0.1,
1308153,2013-08-15,3,266.575408936199,left_only,3.0,19.8,8.0,,0.1,
1308154,2013-08-15,4,59.7561020638342,left_only,3.0,19.8,8.0,,0.1,
1308155,2013-08-15,5,416.610037755781,left_only,3.0,19.8,8.0,,0.1,
1308161,2013-08-16,1,147.79799759804,left_only,4.0,23.575,11.0,0.0,8.2,
1308162,2013-08-16,2,552.153714601025,left_only,4.0,23.575,11.0,0.0,8.2,
1308163,2013-08-16,3,241.76897512804,left_only,4.0,23.575,11.0,0.0,8.2,
1308164,2013-08-16,4,75.2564619591539,left_only,4.0,23.575,11.0,0.0,8.2,
1308165,2013-08-16,5,344.468629393561,left_only,4.0,23.575,11.0,0.0,8.2,
1308171,2013-08-17,1,221.630418006017,left_only,6.0,20.55,7.0,0.0,0.2,
1308172,2013-08-17,2,583.657434231324,left_only,6.0,20.55,7.0,0.0,0.2,
1308173,2013-08-17,3,280.170045804428,left_only,6.0,20.55,7.0,0.0,0.2,
1308174,2013-08-17,4,96.5293135082104,left_only,6.0,20.55,7.0,0.0,0.2,
1308175,2013-08-17,5,519.834929394153,left_only,6.0,20.55,7.0,0.0,0.2,
1308181,2013-08-18,1,92.489778506026,left_only,7.0,18.5875,10.0,63.0,1.0,
1308182,2013-08-18,2,669.186211470815,left_only,7.0,18.5875,10.0,63.0,1.0,
1308183,2013-08-18,3,282.599786111443,left_only,7.0,18.5875,10.0,63.0,1.0,
1308184,2013-08-18,4,150.122396942697,left_only,7.0,18.5875,10.0,63.0,1.0,
1308185,2013-08-18,5,479.499541699925,left_only,7.0,18.5875,10.0,63.0,1.0,
1308191,2013-08-19,1,145.87913275728,left_only,5.0,18.4875,8.0,,0.0,
1308192,2013-08-19,2,499.912512856933,left_only,5.0,18.4875,8.0,,0.0,
1308193,2013-08-19,3,249.391160860983,left_only,5.0,18.4875,8.0,,0.0,
1308194,2013-08-19,4,107.407999333161,left_only,5.0,18.4875,8.0,,0.0,
1308195,2013-08-19,5,374.247117082749,left_only,5.0,18.4875,8.0,,0.0,
1308201,2013-08-20,1,111.842396126739,left_only,7.0,17.775,8.0,61.0,0.0,
1308202,2013-08-20,2,478.730297151576,left_only,7.0,17.775,8.0,61.0,0.0,
1308203,2013-08-20,3,257.620799680939,left_only,7.0,17.775,8.0,61.0,0.0,
1308204,2013-08-20,4,64.5022565329893,left_only,7.0,17.775,8.0,61.0,0.0,
1308205,2013-08-20,5,340.090359959321,left_only,7.0,17.775,8.0,61.0,0.0,
1308211,2013-08-21,1,125.336522713024,left_only,5.0,20.125,8.0,,0.0,
1308212,2013-08-21,2,440.815636456397,left_only,5.0,20.125,8.0,,0.0,
1308213,2013-08-21,3,271.133442105753,left_only,5.0,20.125,8.0,,0.0,
1308214,2013-08-21,4,65.9210119267558,left_only,5.0,20.125,8.0,,0.0,
1308215,2013-08-21,5,352.695324198643,left_only,5.0,20.125,8.0,,0.0,
1308221,2013-08-22,1,132.916428220302,left_only,4.0,21.6625,8.0,,0.0,
1308222,2013-08-22,2,497.731338188322,left_only,4.0,21.6625,8.0,,0.0,
1308223,2013-08-22,3,229.323435589195,left_only,4.0,21.6625,8.0,,0.0,
1308224,2013-08-22,4,111.144301377526,left_only,4.0,21.6625,8.0,,0.0,
1308225,2013-08-22,5,343.348933556103,left_only,4.0,21.6625,8.0,,0.0,
1308231,2013-08-23,1,162.958958703106,left_only,1.0,22.0375,14.0,,0.0,
1308232,2013-08-23,2,503.672089526472,left_only,1.0,22.0375,14.0,,0.0,
1308233,2013-08-23,3,260.926195756112,left_only,1.0,22.0375,14.0,,0.0,
1308234,2013-08-23,4,94.2272902889274,left_only,1.0,22.0375,14.0,,0.0,
1308235,2013-08-23,5,375.317567662845,left_only,1.0,22.0375,14.0,,0.0,
1308241,2013-08-24,1,201.543109556297,left_only,0.0,20.85,16.0,5.0,0.0,
1308242,2013-08-24,2,707.94429725517,left_only,0.0,20.85,16.0,5.0,0.0,
1308243,2013-08-24,3,282.401869590288,left_only,0.0,20.85,16.0,5.0,0.0,
1308244,2013-08-24,4,124.737464409769,left_only,0.0,20.85,16.0,5.0,0.0,
1308245,2013-08-24,5,536.196771958902,left_only,0.0,20.85,16.0,5.0,0.0,
1308251,2013-08-25,1,83.0226725739551,left_only,0.0,21.3875,16.0,5.0,0.0,
1308252,2013-08-25,2,726.257649523775,left_only,0.0,21.3875,16.0,5.0,0.0,
1308253,2013-08-25,3,360.817001197227,left_only,0.0,21.3875,16.0,5.0,0.0,
1308254,2013-08-25,4,141.066888354584,left_only,0.0,21.3875,16.0,5.0,0.0,
1308255,2013-08-25,5,495.194334936839,left_only,0.0,21.3875,16.0,5.0,0.0,
1308261,2013-08-26,1,165.829031676714,left_only,0.0,20.125,15.0,5.0,0.0,
1308262,2013-08-26,2,451.536740815421,left_only,0.0,20.125,15.0,5.0,0.0,
1308263,2013-08-26,3,244.936370498996,left_only,0.0,20.125,15.0,5.0,0.0,
1308264,2013-08-26,4,104.448858869003,left_only,0.0,20.125,15.0,5.0,0.0,
1308265,2013-08-26,5,368.72576849632,left_only,0.0,20.125,15.0,5.0,0.0,
1308271,2013-08-27,1,118.473650434102,left_only,1.0,21.0875,12.0,,0.0,
1308272,2013-08-27,2,442.318352086176,left_only,1.0,21.0875,12.0,,0.0,
1308273,2013-08-27,3,251.053043195831,left_only,1.0,21.0875,12.0,,0.0,
1308274,2013-08-27,4,89.3398068106772,left_only,1.0,21.0875,12.0,,0.0,
1308275,2013-08-27,5,305.77200439049,left_only,1.0,21.0875,12.0,,0.0,
1308281,2013-08-28,1,108.876991442649,left_only,0.0,21.3,7.0,,0.0,
1308282,2013-08-28,2,418.297941202801,left_only,0.0,21.3,7.0,,0.0,
1308283,2013-08-28,3,225.878194718714,left_only,0.0,21.3,7.0,,0.0,
1308284,2013-08-28,4,87.5160458910728,left_only,0.0,21.3,7.0,,0.0,
1308285,2013-08-28,5,349.390973099531,left_only,0.0,21.3,7.0,,0.0,
1308291,2013-08-29,1,178.178023803315,left_only,3.0,20.2125,11.0,,0.0,
1308292,2013-08-29,2,386.390267686346,left_only,3.0,20.2125,11.0,,0.0,
1308293,2013-08-29,3,198.776407298801,left_only,3.0,20.2125,11.0,,0.0,
1308294,2013-08-29,4,67.1751319746152,left_only,3.0,20.2125,11.0,,0.0,
1308295,2013-08-29,5,396.454612761332,left_only,3.0,20.2125,11.0,,0.0,
1308301,2013-08-30,1,133.150828452892,left_only,6.0,19.7875,8.0,5.0,0.0,
1308302,2013-08-30,2,492.141265198519,left_only,6.0,19.7875,8.0,5.0,0.0,
1308303,2013-08-30,3,184.252334847289,left_only,6.0,19.7875,8.0,5.0,0.0,
1308304,2013-08-30,4,77.9353068130843,left_only,6.0,19.7875,8.0,5.0,0.0,
1308305,2013-08-30,5,343.345686609289,left_only,6.0,19.7875,8.0,5.0,0.0,
1308311,2013-08-31,1,130.821314898435,left_only,5.0,18.35,16.0,21.0,1.6,
1308312,2013-08-31,2,581.490537751984,left_only,5.0,18.35,16.0,21.0,1.6,
1308313,2013-08-31,3,265.410807550213,left_only,5.0,18.35,16.0,21.0,1.6,
1308314,2013-08-31,4,86.0077280021026,left_only,5.0,18.35,16.0,21.0,1.6,
1308315,2013-08-31,5,344.096618940689,left_only,5.0,18.35,16.0,21.0,1.6,
1309011,2013-09-01,1,95.9704314892471,left_only,7.0,15.8625,16.0,61.0,8.3,
1309012,2013-09-01,2,481.584829613001,left_only,7.0,15.8625,16.0,61.0,8.3,
1309013,2013-09-01,3,239.545084070735,left_only,7.0,15.8625,16.0,61.0,8.3,
1309014,2013-09-01,4,139.776992842103,left_only,7.0,15.8625,16.0,61.0,8.3,
1309015,2013-09-01,5,400.375251601544,left_only,7.0,15.8625,16.0,61.0,8.3,
1309021,2013-09-02,1,138.408723210465,left_only,7.0,16.575,17.0,63.0,4.8,
1309022,2013-09-02,2,350.023432755307,left_only,7.0,16.575,17.0,63.0,4.8,
1309023,2013-09-02,3,165.884794599896,left_only,7.0,16.575,17.0,63.0,4.8,
1309024,2013-09-02,4,97.5577291094531,left_only,7.0,16.575,17.0,63.0,4.8,
1309025,2013-09-02,5,236.082416986532,left_only,7.0,16.575,17.0,63.0,4.8,
1309031,2013-09-03,1,138.825618927843,left_only,7.0,18.225,11.0,21.0,0.0,
